code,20-07-10_close,20-07-10_volume
4732,1646.0,824800.0
2353,138.0,824000.0
8524,201.0,823700.0
9513,1759.0,819000.0
9861,2003.0,818800.0
5856,70.0,814800.0
7936,1195.0,813600.0
4676,968.0,812300.0
7912,2417.0,809700.0
7259,3000.0,809400.0
5929,890.0,805200.0
8354,1629.0,803500.0
6755,2400.0,803500.0
3989,403.0,799900.0
5233,2283.0,798600.0
7951,4710.0,798500.0
7911,1693.0,797100.0
3415,329.0,793000.0
8628,828.0,792700.0
4927,1782.0,791500.0
6538,506.0,788900.0
9532,2112.0,786800.0
2157,374.0,782300.0
4681,1314.0,779100.0
8242,661.0,776900.0
6432,1795.0,771000.0
3664,183.0,771000.0
2531,948.0,770600.0
9743,675.0,768600.0
7513,517.0,764500.0
7735,5270.0,760500.0
3668,1039.0,757800.0
6481,2678.0,754900.0
9007,2570.0,752300.0
4661,13865.0,751500.0
7003,409.0,750000.0
6376,925.0,748000.0
1571,1383.0,747681.0
4204,1466.0,744400.0
6460,1281.0,743400.0
7172,846.0,742300.0
4613,2154.0,740400.0
6666,766.0,735100.0
7779,455.0,732700.0
7599,484.0,731000.0
5912,219.0,729600.0
6395,854.0,727500.0
3031,1004.0,725900.0
2801,4850.0,725300.0
3202,109.0,723600.0
7004,367.0,719600.0
8614,109.0,716700.0
9468,2371.0,714100.0
6101,906.0,708900.0
7581,1846.0,707900.0
2158,691.0,695800.0
4272,1047.0,694500.0
8714,151.0,693800.0
3962,8140.0,692900.0
9412,416.0,691500.0
3632,466.0,691000.0
3626,2250.0,690700.0
3236,138.0,686500.0
2035,844.0,684698.0
3558,1468.0,683200.0
4061,2551.0,680300.0
7701,2876.0,679500.0
4829,271.0,677300.0
6645,7250.0,676500.0
9143,3705.0,673700.0
9022,15055.0,671700.0
3141,8800.0,671700.0
2579,1837.0,671600.0
2432,1290.0,668400.0
2587,4315.0,666900.0
3788,8090.0,665200.0
5801,2550.0,664100.0
2484,1579.0,664000.0
2492,704.0,663700.0
8379,488.0,659700.0
3727,312.0,654900.0
4814,235.0,654200.0
3823,209.0,654100.0
9009,3115.0,648000.0
5101,1452.0,643700.0
3070,421.0,640900.0
9006,1550.0,640400.0
3401,1650.0,638400.0
6855,1464.0,637200.0
1721,3115.0,634000.0
6630,936.0,633300.0
2695,4600.0,632600.0
2930,536.0,631900.0
1482,2521.0,631779.0
1783,50.0,627500.0
2127,4955.0,626800.0
1824,764.0,624800.0
6191,1220.0,621200.0
2120,413.0,618000.0
5955,66.0,617600.0
6702,12960.0,616800.0
6535,777.0,614100.0
3694,3620.0,613000.0
2146,2545.0,613000.0
7867,819.0,611100.0
7747,3000.0,609900.0
6417,2635.0,606000.0
3397,1127.0,605600.0
1911,1293.0,601700.0
4596,295.0,599100.0
6070,737.0,597000.0
1821,448.0,592800.0
4308,2654.0,592300.0
4479,7620.0,591600.0
9416,620.0,586800.0
6955,800.0,586600.0
7527,92.0,585800.0
4587,4640.0,585600.0
9076,1374.0,585200.0
7157,1076.0,584200.0
3103,332.0,582600.0
5486,1275.0,582100.0
1719,589.0,579500.0
2809,1882.0,576900.0
9843,21920.0,574800.0
4582,473.0,568700.0
6201,5460.0,568200.0
6302,2178.0,567200.0
3189,780.0,566900.0
6504,2781.0,566300.0
5105,1384.0,565800.0
2267,6270.0,564700.0
7048,475.0,561100.0
9042,3415.0,561000.0
8705,271.0,558700.0
4021,5510.0,558600.0
7545,1072.0,556400.0
2222,4080.0,552600.0
4384,3550.0,550800.0
6897,885.0,544600.0
7730,2836.0,544100.0
6464,772.0,541200.0
9681,705.0,537900.0
5706,2245.0,534300.0
3677,1400.0,532700.0
3231,1825.0,530300.0
7459,1977.0,524700.0
2372,2417.0,518500.0
7537,517.0,517500.0
3903,982.0,514200.0
7956,4395.0,512300.0
2926,96.0,511800.0
3845,176.0,510900.0
4574,2202.0,508900.0
4205,947.0,507700.0
6387,3170.0,505400.0
5563,160.0,501800.0
8200,2176.0,501300.0
6323,6020.0,500700.0
6239,924.0,500700.0
1343,1783.0,500650.0
9962,2642.0,499400.0
6963,7030.0,497800.0
7606,1583.0,495600.0
8897,339.0,494900.0
2931,736.0,494400.0
9418,1362.0,492800.0
8214,567.0,490700.0
4530,4960.0,489200.0
2784,2177.0,486100.0
3990,2402.0,484600.0
9048,2924.0,483700.0
4739,4175.0,483500.0
9449,2992.0,483100.0
4708,1091.0,482600.0
2193,315.0,480900.0
3808,461.0,480200.0
9001,3380.0,478000.0
6869,7924.0,475300.0
6871,1170.0,474600.0
5332,4155.0,473100.0
2678,3475.0,473000.0
8609,317.0,472100.0
7859,201.0,470900.0
9697,4125.0,470700.0
6572,680.0,467500.0
6058,841.0,466800.0
6888,587.0,466700.0
6315,1396.0,465000.0
7518,3505.0,464900.0
9505,655.0,464400.0
3116,1356.0,462200.0
3902,1231.0,461200.0
3679,312.0,461000.0
7550,2027.0,460900.0
3288,3645.0,459500.0
4558,422.0,459300.0
8346,216.0,458700.0
6861,44840.0,456800.0
8136,1562.0,456200.0
8086,1131.0,453800.0
4768,5640.0,453600.0
3769,11790.0,452900.0
5711,2228.0,452100.0
5423,608.0,451300.0
9404,1143.0,448500.0
2212,1782.0,447600.0
7612,36.0,447500.0
7047,1079.0,447100.0
1695,66.0,444700.0
9062,5600.0,443300.0
6192,232.0,443300.0
8385,652.0,443200.0
5021,1479.0,438400.0
9041,4555.0,438200.0
1356,2086.0,435010.0
4480,3490.0,435000.0
1419,1170.0,434400.0
6670,888.0,433100.0
2871,3040.0,431900.0
3762,1878.0,430600.0
9602,3540.0,430000.0
2229,2973.0,429300.0
9507,775.0,429000.0
4960,240.0,424300.0
3776,210.0,422900.0
8174,4750.0,420400.0
2743,221.0,420000.0
4784,528.0,419700.0
3291,1704.0,419100.0
4208,1757.0,416500.0
3608,336.0,416400.0
4436,2025.0,415700.0
3865,354.0,414300.0
5017,154.0,413600.0
4475,5470.0,412200.0
8739,203.0,411400.0
8923,891.0,411000.0
3449,1349.0,410800.0
7816,1234.0,410200.0
1514,116.0,409100.0
5393,2253.0,408300.0
3927,1576.0,407600.0
7246,272.0,407000.0
2501,1896.0,406200.0
9519,1020.0,404900.0
3565,3920.0,403700.0
9364,2016.0,403100.0
3858,700.0,401900.0
8418,620.0,401700.0
6890,651.0,401500.0
8922,109.0,398800.0
4483,7250.0,396400.0
3053,500.0,392400.0
7014,148.0,391400.0
3863,1407.0,391200.0
7164,3820.0,389900.0
4544,2503.0,389500.0
7085,540.0,385900.0
2170,357.0,384200.0
6674,1762.0,382600.0
6268,3320.0,382100.0
5991,636.0,381900.0
6586,3915.0,381300.0
2607,2786.0,380500.0
2269,8340.0,380100.0
3624,321.0,375500.0
8163,819.0,373200.0
8381,505.0,373000.0
2175,2322.0,371500.0
3222,1221.0,371400.0
2282,4255.0,370700.0
6768,428.0,369800.0
3479,2068.0,369300.0
6071,631.0,368400.0
1579,20250.0,368270.0
6625,228.0,367800.0
3880,1436.0,366900.0
2154,964.0,366500.0
9987,3810.0,366400.0
3665,1262.0,366400.0
7818,1153.0,364400.0
4541,1212.0,364300.0
6088,1511.0,363900.0
8771,2587.0,363300.0
2317,1366.0,363200.0
1366,2072.0,363119.0
6573,1017.0,361500.0
7940,849.0,361400.0
6703,1015.0,361300.0
9301,2694.0,361000.0
1878,9708.0,360800.0
7873,110.0,359400.0
2395,599.0,359400.0
4931,1891.0,359100.0
1860,681.0,357600.0
7564,9900.0,357400.0
8876,1979.0,357100.0
2296,618.0,356100.0
5216,143.0,355600.0
2685,1493.0,355400.0
7746,180.0,352400.0
8586,2331.0,351100.0
3543,1763.0,350800.0
4921,3065.0,350600.0
4549,1594.0,350500.0
4366,810.0,349000.0
8511,485.0,347800.0
8179,1636.0,347700.0
4043,2369.0,345600.0
3672,436.0,344000.0
7908,166.0,341700.0
8439,5220.0,341500.0
4187,2832.0,341200.0
7224,992.0,339700.0
4478,5510.0,337000.0
8806,1013.0,336500.0
9989,3465.0,335800.0
6807,1392.0,335400.0
2341,146.0,334900.0
1552,11690.0,334699.0
1951,2541.0,333600.0
9873,2621.0,333500.0
5714,3245.0,332900.0
2706,1325.0,332600.0
4493,5410.0,331600.0
6875,2047.0,331200.0
8184,2969.0,330200.0
9069,801.0,329200.0
3935,550.0,329100.0
4612,7740.0,328800.0
9119,331.0,327500.0
1720,532.0,326100.0
9511,1745.0,326000.0
7575,1310.0,326000.0
6845,3360.0,324600.0
6080,3920.0,324400.0
7649,7480.0,323500.0
2782,4035.0,323500.0
9706,4375.0,323400.0
2412,2184.0,323000.0
3101,1433.0,321500.0
6480,321.0,321300.0
6235,2465.0,320800.0
8892,763.0,319700.0
6136,1574.0,318000.0
4476,2182.0,317500.0
7309,20980.0,316300.0
3630,4455.0,315400.0
9997,635.0,314900.0
4849,2542.0,314900.0
9423,120.0,313100.0
7412,779.0,312600.0
2730,1033.0,312300.0
4527,3430.0,312100.0
6361,2493.0,311900.0
6027,10700.0,311900.0
6533,1590.0,311700.0
6184,995.0,311500.0
3778,606.0,309600.0
7777,427.0,308700.0
2702,5590.0,308100.0
4848,1279.0,307500.0
7187,308.0,307200.0
3350,73.0,304900.0
1690,397.0,302750.0
3939,927.0,302100.0
2516,759.0,302100.0
2440,685.0,302100.0
3237,78.0,300400.0
6918,3370.0,300300.0
3905,630.0,299100.0
8600,324.0,298300.0
1890,373.0,296300.0
4449,2264.0,295200.0
6465,8680.0,294900.0
5631,1477.0,294900.0
4118,2574.0,294900.0
2928,140.0,294300.0
8713,98.0,293400.0
4592,1581.0,292800.0
3182,2040.0,291800.0
6659,320.0,290900.0
3673,543.0,289300.0
7189,671.0,288400.0
8893,323.0,287200.0
3328,1116.0,287200.0
4448,1730.0,286600.0
6615,382.0,286200.0
3244,1233.0,285900.0
4686,7870.0,284700.0
6541,5880.0,284400.0
7717,3700.0,284100.0
6634,213.0,283700.0
6728,3245.0,283500.0
3134,1882.0,282900.0
8168,753.0,281900.0
1944,1734.0,280100.0
6143,792.0,278900.0
6849,3515.0,278800.0
2060,185.0,278700.0
8920,1194.0,278000.0
1942,877.0,274100.0
9533,5360.0,273300.0
4631,2644.0,272200.0
4584,590.0,272100.0
9783,2766.0,271900.0
2749,256.0,271800.0
9517,1401.0,271200.0
2398,474.0,270900.0
9900,1129.0,270500.0
9045,4585.0,270500.0
6370,2943.0,270100.0
7522,877.0,269400.0
5721,45.0,269200.0
3088,3880.0,268800.0
3661,2390.0,268700.0
5541,1506.0,268500.0
7844,695.0,268300.0
6134,1822.0,267200.0
9008,5830.0,267100.0
3978,709.0,267100.0
8382,952.0,266000.0
7321,385.0,265700.0
1662,1782.0,265000.0
2375,1811.0,264500.0
9832,1345.0,264400.0
4290,851.0,263500.0
6334,371.0,262900.0
9842,1841.0,262800.0
7198,1582.0,262300.0
1435,172.0,262200.0
3539,3385.0,260700.0
7282,2102.0,260200.0
8934,806.0,258000.0
8624,417.0,257600.0
6923,2529.0,257400.0
8133,841.0,257100.0
4970,9980.0,256400.0
2001,1638.0,255500.0
4442,1902.0,254100.0
7049,1398.0,254000.0
3680,473.0,254000.0
2792,1063.0,253300.0
6457,2430.0,253200.0
7618,686.0,252900.0
6199,1051.0,252300.0
5930,724.0,251900.0
7984,1200.0,251200.0
7220,856.0,251100.0
4487,855.0,250700.0
6996,689.0,250400.0
7274,2245.0,248500.0
4540,2758.0,248500.0
2735,1050.0,248000.0
2875,6130.0,247900.0
4586,338.0,247000.0
2776,94.0,246700.0
6103,4445.0,246000.0
1429,620.0,245500.0
8050,1571.0,244900.0
7177,594.0,244900.0
4443,5350.0,244800.0
6786,117.0,244600.0
6787,1345.0,244200.0
6005,4250.0,244000.0
9419,717.0,243600.0
8194,3755.0,243600.0
3359,655.0,243600.0
2767,341.0,243500.0
6222,1314.0,243200.0
1417,1518.0,242900.0
3840,164.0,242600.0
8056,3255.0,242300.0
6742,550.0,242200.0
1333,2064.0,241700.0
8622,185.0,240600.0
2593,6180.0,240300.0
3760,1632.0,240100.0
9375,1874.0,239700.0
2327,2839.0,239600.0
3635,3465.0,239100.0
9401,1613.0,239000.0
3315,62.0,238900.0
3266,90.0,238900.0
6498,655.0,238700.0
2489,357.0,238600.0
3254,1163.0,237500.0
4531,326.0,237300.0
3923,1932.0,237200.0
6532,9130.0,236200.0
3360,4545.0,235300.0
9065,3890.0,234700.0
1969,1525.0,234500.0
7244,466.0,234200.0
4390,2243.0,234100.0
3020,3825.0,233600.0
3491,7470.0,233100.0
1820,2015.0,231700.0
3445,4070.0,231300.0
6463,1397.0,230400.0
7068,3205.0,230000.0
6412,1762.0,229500.0
3843,720.0,229500.0
2338,459.0,229400.0
7458,3050.0,228900.0
1844,250.0,228700.0
4186,5650.0,228500.0
8377,855.0,227600.0
1458,11070.0,227052.0
4401,1399.0,226900.0
2362,559.0,226700.0
8186,179.0,225700.0
3774,3600.0,225700.0
4423,1972.0,225100.0
7994,719.0,224800.0
7161,91.0,224800.0
4997,500.0,224700.0
3915,2829.0,224700.0
3826,1028.0,224400.0
4547,2318.0,224200.0
3073,728.0,224000.0
8368,310.0,223000.0
6804,909.0,223000.0
7241,415.0,222900.0
4967,9410.0,222900.0
2811,3170.0,222500.0
3975,384.0,221700.0
7033,1236.0,221600.0
6721,151.0,221500.0
3994,6770.0,221200.0
4343,1381.0,220500.0
7276,4240.0,220400.0
4496,4945.0,220400.0
6255,342.0,220200.0
2301,1015.0,219900.0
3900,1332.0,219500.0
3919,1428.0,218600.0
7593,341.0,218300.0
6965,4800.0,218200.0
7744,1488.0,218100.0
2810,3280.0,217700.0
3549,9790.0,217400.0
6592,3220.0,217000.0
3541,474.0,216700.0
6997,1856.0,216100.0
9438,811.0,215900.0
9303,1221.0,215900.0
4579,1025.0,215900.0
8273,3205.0,215700.0
6810,912.0,215700.0
3666,748.0,215300.0
3696,1065.0,214900.0
7240,1262.0,214600.0
6425,1880.0,214600.0
2354,547.0,214300.0
7256,405.0,212900.0
6494,86.0,212700.0
9792,1585.0,211100.0
6195,3370.0,210600.0
5817,700.0,210300.0
8237,625.0,208500.0
6778,1745.0,208500.0
2791,5930.0,208400.0
3938,5500.0,208000.0
8550,156.0,207800.0
6028,5780.0,207700.0
2148,1845.0,207700.0
9692,1577.0,207100.0
2112,237.0,206400.0
3612,1420.0,206300.0
7725,1844.0,205900.0
1678,137.0,204900.0
4745,485.0,203200.0
4052,3220.0,203200.0
3193,1407.0,202500.0
7860,880.0,201900.0
8338,161.0,201300.0
3807,122.0,201000.0
1540,6030.0,200987.0
5726,887.0,200600.0
8613,393.0,200300.0
6269,1448.0,199400.0
1321,22860.0,198906.0
6062,754.0,198800.0
3232,439.0,198800.0
6197,1021.0,198300.0
5976,475.0,198200.0
6289,4770.0,198000.0
5384,3415.0,198000.0
2384,2207.0,197800.0
1595,1698.0,197780.0
3591,1882.0,197300.0
1711,374.0,197300.0
3932,3790.0,196900.0
5857,2797.0,196700.0
7988,2200.0,196300.0
3993,2704.0,195300.0
8095,512.0,194800.0
6264,1168.0,194600.0
6240,990.0,194300.0
4716,13370.0,194100.0
6597,2611.0,194000.0
8927,251.0,193400.0
3998,3240.0,193000.0
3178,1206.0,193000.0
6140,449.0,192800.0
3995,522.0,192500.0
3835,1326.0,192400.0
3854,1577.0,191800.0
2438,1496.0,191800.0
3521,94.0,191600.0
8746,203.0,191300.0
9956,2153.0,191200.0
9719,5140.0,190600.0
4922,12020.0,190200.0
3391,14570.0,189500.0
4833,249.0,189200.0
4875,600.0,189000.0
3356,538.0,189000.0
9678,2243.0,188900.0
8088,3710.0,188900.0
3604,1246.0,188100.0
8218,2740.0,187700.0
3758,483.0,187700.0
6324,6130.0,187300.0
6951,3020.0,187000.0
4403,3855.0,187000.0
3010,112.0,186700.0
3627,677.0,185400.0
3113,103.0,184300.0
6986,957.0,184100.0
2345,1255.0,184100.0
8369,3800.0,183500.0
5727,624.0,183500.0
6569,617.0,183200.0
4203,2724.0,182700.0
6440,505.0,182300.0
3284,506.0,182300.0
7278,1449.0,180700.0
6489,379.0,180700.0
1345,1677.0,180300.0
9715,2513.0,179700.0
8203,615.0,179600.0
7965,1310.0,179100.0
7915,953.0,178800.0
6776,318.0,178300.0
6099,1702.0,178200.0
6741,1059.0,177800.0
3984,3785.0,177200.0
2330,100.0,176800.0
9759,1882.0,176600.0
8157,1982.0,176600.0
4246,443.0,176400.0
6556,1250.0,176100.0
6306,596.0,175500.0
7729,3410.0,174200.0
1961,1176.0,174200.0
4996,984.0,173700.0
9003,2721.0,173600.0
8227,7230.0,173400.0
6958,387.0,173200.0
3151,1011.0,173200.0
7972,316.0,172900.0
2124,1031.0,172200.0
4980,807.0,171900.0
1400,177.0,171500.0
3834,1119.0,171300.0
6436,2212.0,171200.0
4668,802.0,171100.0
2326,8660.0,170900.0
6547,449.0,170600.0
2897,9510.0,169400.0
9044,2351.0,169100.0
4593,1567.0,169100.0
8919,2522.0,167800.0
3773,968.0,167600.0
4569,2056.0,166900.0
1881,2640.0,166900.0
4348,3160.0,166800.0
2151,961.0,166300.0
3087,1666.0,166100.0
1926,1455.0,165900.0
2726,1155.0,165600.0
3739,618.0,165500.0
1443,282.0,164600.0
6640,1962.0,164100.0
6406,1860.0,164100.0
2264,4725.0,163500.0
9086,2847.0,163000.0
4516,7850.0,162700.0
8202,169.0,162400.0
9948,2476.0,162300.0
5463,2591.0,162100.0
2461,428.0,161700.0
3676,852.0,161500.0
